"CAMC_Name","CAMC_Country","CAMC_Birth","CAMC_Death","CAMC_Count","GND_Count","GND_URI","GND_Name","GND_Country","GND_Gender","GND_Birth","GND_Death","GND_VariantName","Birth","Death","Country"
"Bax, Sir Arnold","ENG","1883","1953",2,1,"http://d-nb.info/gnd/118657658","Bax, Arnold","GBR/IRL",1,"1883","1953","Bax, ...; Bax, Arnold Edward Trevor; Bax, Arnold Trevor; O'Byrne, Dermot","1883","1953","ENG"
"Bayreuth, Wilhelmine von","DEU","1775","1823",1,1,"http://d-nb.info/gnd/118633112","Wilhelmine Friederike Sophie, Brandenburg-Bayreuth, Markgräfin","DEU",2,"1709","1758","Wilhelmine, Preußen, Prinzessin; Frédérique Sophie Wilhelmine, Bareith, Margrave; Friederike Sophie Wilhelmine, Baireuth, Markgräfin; Friderike Sophie Wilhelmine, Bayreuth, Markgräfin; Wilhelmine, Baireuth, Markgräfin; Wilhelmine Friederike Sophie, Bayreuth, Markgräfin; Friederike Sophie Wilhelmine, Bayreuth, Markgräfin; Friederike Sophie Wilhelmine; , Preußen, Prinzessin; Wilhelmine, Brandenburg-Bayreuth, Markgräfin; Frederica Sophia Wilhelmina, Bayreuth, Markgräfin; Federica Sofia Willelmina, Brandenburgo-Culmbac, Marggravia; Markgräfing Wilhelmine von Brandenburg-Bayreuth; Frédérique Sophie Wilhelmine, Bayreuth, Margrave; Friderice Sophie Wilhelmine; Friderique Sophie Wilhelmine, Brandebourg-Coulmbac, Marggrave; Frédérique Sophie Wilhemine, de Prusse; Wilhelmine Friderike Sophie, Bayreuth, Markgräfin; Wilhelmine Friederike Sophie, Baireuth, Markgräfin; Wilhelmine Friederike Sophie, Bareith, Margrave; Wilhelmine Friederike Sophie, Bayreuth, Margrave; Wilhelmine Friederike Sophie, Preußen, Prinzessin; Wilhelmine, Bayreuth, Markgräfin; Wilhelmine, Markgräfin; Friederike Wilhelmine Sophie, Bayreuth, Markgräfin; Friederike Wilhelmine Sophie, Brandenburg-Culmbach, Markgräfin; Friederike Sophie Wilhelmine, Brandenburg Culmbach, Markgräfin; Friederika Sophia Willhelmina, Brandenburg Culmbach, Markgräfin; Friedericke Sophie Wilhelmine, Brandenburg, Markgräfin; Friederike Wilhelmine Sophie, Brandenburg-Kulmbach, Markgräfin; Friederike Wilhelmine Sophie, Brandenburg-Bayreuth, Markgräfin; Friederike Wilhelmine Sophie, Brandenburg, Markgräfin; Friederica Sophia Wilhelmina, Brandenburg-Bayreuth, Markgräfin; Friederike Sophie Wilhelmine, von Hohenzollern; Wilhelmine, von Bayreuth; Bayreuth, Wilhelmine von; Wilhelmine Friederike Sophie, Margrave, Bayreuth; Wilhelmine Friederike Sophie, Margravine, Bayreuth; Federica Sofia Willelmina, Markgräfin von Bayreuth; Federica Sofia Willelmina, Margrave, Bayreuth; Federica Sofia Willelmina, Margravine, Bayreuth; Friderique Sophie Wilhelmine, Markgräfin von Bayreuth; Friderique Sophie Wilhelmine, Margrave, Bayreuth; Friderique Sophie Wilhelmine, Margravine, Bayreuth; Friederike Sophie Wilhelmine, Markgräfin von Brandenburg-Bayreuth; Wilhelmine, Bayreuth ; Markgräfin; Frédérique Sophie Wilhelmine, Margrave de Bareith; Wilhelmine, Margrave, Bayreuth; Wilhelmine, Margravine, consort of Friedrich, Margrave of Bayreuth; Wilhelmine, Margravine, Bayreuth; Wilhelmine, Markgräfin von Bayreuth; Wilhelmine, Anspach, Markgräfin; Wilhelmine, Prinzessin von Preussen; Wilhelmine Friederike Sophie, Markgräfin von Bayreuth; Wilhelmine Friederike Sophie, Markgräfin von Brandenburg-Bayreuth; Friederike Sophie Wilhelmine, Markgräfin von Bayreuth; Sophie Friederike Wilhelmine, Markgräfin von Bayreuth",NA,NA,"DEU"
"Bazin, François","FRA","1816","1878",1,1,"http://d-nb.info/gnd/135497965","Bazin, François","FRA",1,"1816","1878","Bazin, François Emmanuel Joseph; Bazin, François-Emmanuel-Joseph","1816","1878","FRA"
"Bazylik, Cyprian","POL",NA,NA,1,1,"http://d-nb.info/gnd/132945452","Bazylik, Cyprian","POL",0,"1535","1600","Bazylik, Kipryjan","1535","1600","POL"
"Bazzini, Antonio","ITA","1818","1897",2,1,"http://d-nb.info/gnd/116097701","Bazzini, Antonio","ITA",1,"1818","1897","Bazzini, Antonio J.; Bazzini, Antonio Joseph","1818","1897","ITA"
"Beach, Amy Marcy Cheney","USA","1867","1944",2,1,"http://d-nb.info/gnd/118968157","Beach, H. H. A., Mrs.","USA",2,"1867","1944","Beach, H. H.; Cheney-Beach, Amy M.; Cheney, Amy M.; Beach, Amy M.; Beach, Amy Marcy; Cheney, Amy Marcy; Beach, Amy; Beach, Amy Marcy Cheney; Beach, H.H.A.; Beach, H. H. A.; Beach, H.H.A., Mrs.; Cheney-Beach, Amy Marcy","1867","1944","USA"
"Beethoven, Ludwig van","DEU","1770","1827",787,1,"http://d-nb.info/gnd/118508288","Beethoven, Ludwig van","AUT/DEU",1,"1770","1827","Beethoven, Lovis van; Beethoven, Ludwig von; Bethoven, Ludwig von; Beethoven; Beethoven, L. de; Beethoven, L. van; Beethoven, Ludw. van; Beethoven, L. v.; Betchoven, Ljudvig van; Beethoven, Ludovicus van; Bethoven; Bei duo fen; Beiduofen; Beethofen; Beethoven, Lewis van; Bethoven, Ludwig van; Betoven, Ludvig van; Betchoven, Ljudvig van; Beethoven, Louis van; Beethoven, Luigi van; Beethoven, Ludvig van; Van Beethoven, Ludwig; Beethoven, Ludwik van; Betchoven, L. van","1770","1827","DEU"
"Behringer, Cameron M.",NA,"1990",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1990",NA,NA
"Beliczay, Julius Von","HUN","1835","1893",1,1,NA,"not found",NA,0,NA,NA,NA,"1835","1893","HUN"
"Belkengren, Eric F.","USA","1974",NA,4,1,NA,"not found",NA,0,NA,NA,NA,"1974",NA,"USA"
"Bellini, Vincenzo","ITA","1801","1835",28,1,"http://d-nb.info/gnd/118655191","Bellini, Vincenzo","ITA",1,"1801","1835","Bellini, ...; Bellini, Vincenzio; Bellini, Vincenzo Salvatore Carmelo Francesco; Bellini, Vincenz; Bellini, V.; Bellini, W.; Bellini, Vinzenz; Bellini, Vicente","1801","1835","ITA"
"Bellinzani, Paolo Benedetto","ITA","1690","1757",2,1,"http://d-nb.info/gnd/13432546X","Bellinzani, Paolo Benedetto","ITA",0,"1690","1757","Bellinzani, Paolo B.; Bellinzani, Paolo; Belinzani, Paolo Benedetto; Bellizani, Paolo Benedetto","1690","1757","ITA"
"Bellman, Carl Michael","SWE","1740","1795",2,1,"http://d-nb.info/gnd/118508709","Bellman, Carl Michael","SWE",1,"1740","1795","Bellmann, Carl M.; Bellman, Karl Michael; Bellman, Carl Mikael; Bellman, Carl M.; Bellman, Karl Mich.; Bellman, C. M.; Fredman; Bellman, Karl M.","1740","1795","SWE"
"Benda, Georg Anton",NA,NA,NA,1,1,"http://d-nb.info/gnd/118655329","Benda, Georg","CZE/DEU",1,"1722","1795","Benda, Jirí A.; Benda, Jiří A.; Benda, Jiři A.; Benda, Jiri A.; Benda, Jiři Antonín; Benda, Jiri Antonín; Benda, Ǐirzhi A.; Benda, Jiři; Benda, Jiri; Benda, I. A.; Benda, Georg A.; Benda, Giorgio; Benda, G.; Benda, George; Benda, Heinrich Georg; Benda, Jiří Antonín; Benda, Jiří; Benda, Georg Anton; Benda, Jirí Antonín","1722","1795","CZE/DEU"
"Benoit, Peter","BEL","1834","1901",1,1,"http://d-nb.info/gnd/118886568","Benoît, Peter","BEL",1,"1834","1901","Benoît, Pierre; Benoit, Pierre L.; Benoit, Pierre L. L.; Benoit, Peter","1834","1901","BEL"
"Berchem, Jacquet de","FLM",NA,NA,1,1,"http://d-nb.info/gnd/102420025","Berchem, Jachet de","NLD",1,"1505","1580","Berchem, Iachetto; Jachet, de Berchem; Berchem, Jaquet de; Berchem, Jacob van; Berchet, Jacquet de; Berchem, Jachet; Berchem, Giachet; Berchem, Giachetto de; Berchem, Jacques de; Berchem, Giachet de; Berchem, Jacquet de","1505","1580","FLM"
"Berenguer, Josep L.",NA,"1940",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1940",NA,NA
"Berenguer, Luis",NA,"1928",NA,19,1,NA,"not found",NA,0,NA,NA,NA,"1928",NA,NA
"Berens, Hermann","SWE","1826","1880",1,1,"http://d-nb.info/gnd/134706021","Berens, Hermann","DEU/SWE",1,"1826","1880","Berens, Johann Hermann; Berens, H.","1826","1880","SWE"
"Berezovsky, Maxim Sozontovich","RUS","1745","1777",1,1,"http://d-nb.info/gnd/119450003","Berezovs'kyj, Maksym S.","UKR",1,"1745","1777","Beresowski, Maksim Sosontowitsch; Beresowski, ...; Beresowsky, ...; Berezovs'kyj, Maksym Sozontovyč; Berezovskij, M.; Berezovskij, Maksim; Berezovskij, Maksim S.; Beresowskij, Maxim S.; Berezovsky, Maxim S.; Berezovsky, Maksim Sozontovich; Berezovsky, Maxym; Berezovsʹky, Maksym Sozontovych; Berezovskij, Maksim Sozontovič; Berezovskii, Maksim Sozontovich; Berezovsʹkyj, Maksym Sozontovyč; Berezovsky, Maxim Sozontovich; Berezovsky, Maksim","1745","1777","RUS"
"Berlioz, Hector","FRA","1803","1869",30,1,"http://d-nb.info/gnd/118509675","Berlioz, Hector","FRA",1,"1803","1869","Berlioz, Ettore; Berlioz, Hektor; Berlioz, H.; Berlioz, Louis-Hector; Berlioz, ...; Berlioz-Strauss, ...; Beruriōzu, ...; Berlioz, Louis Hector; Berlioz, Gektor","1803","1869","FRA"
"Bernard, Felix","USA",NA,NA,1,1,"http://d-nb.info/gnd/13462288X","Bernard, Felix",NA,1,"1897","1944",NA,"1897","1944","USA"
"Bertalotti, Angelo","ITA","1666","1747",2,1,"http://d-nb.info/gnd/134328043","Bertalotti, Angelo Michele",NA,0,"1666","1747","Bertalotti, Angelo M.; Bertalotti, Angelo","1666","1747","ITA"
"Berthelot, Michel",NA,"1954",NA,7,1,NA,"not found",NA,0,NA,NA,NA,"1954",NA,NA
"Berthomieu, Marc",NA,NA,NA,4,1,"http://d-nb.info/gnd/134328205","Berthomieu, Marc","FRA",1,"1906","1991","Berthomieu, Marc-Séverin-Auguste","1906","1991","FRA"
"Bertini, Henri Jérôme","ENG","1798","1876",1,1,"http://d-nb.info/gnd/116149493","Bertini, Henri","FRA",1,"1798","1876","Bertini, H. J.; Bertini, Henri J.; Bertini, Henry; Bertini, H.; Bertini, Hi. J.; Bertini, Heinr. J.; Bertini, ...; Bertini, Henri Jérôme; Bertini, Henri-Jérôme","1798","1876","ENG"
"Berwald, Franz","SWE","1796","1868",3,1,"http://d-nb.info/gnd/118510177","Berwald, Franz","SWE",1,"1796","1868","Berwald, Franz Adolf; Berwald, Frans; Berwald, Franz A.; Berwald, Adolf Franz","1796","1868","SWE"
"Besard, Jean-Baptiste","FRA","1567",NA,1,1,"http://d-nb.info/gnd/124555578","Besard, Jean-Baptiste","FRA",1,"1567","1616","Besardus, Jean Baptiste; Bésard, Jean-Baptiste; Besardus, Joannes Baptista; Besardus, Ioannes Baptista; Besardvs, Ioannes Baptista; Besardus, J. B.; Besardus, I. B.; Besardo, Giovanni Baptista; Besard, Jean Baptiste; Besardus, Jean-Baptiste; Besarde, Jean B.; Besard, Jean B.; Besardus, Johannes Baptista; Bézard, Jean-Baptiste; Besardo, Giovanni Battista","1567","1616","FRA"
"Best, William Thomas","ENG","1826","1897",13,1,"http://d-nb.info/gnd/132242567","Best, William Thomas","GBR",1,"1826","1897","Best, W. T.; Best, W. Th.; Best, William T.; Best, William Th.; Best, W.T.","1826","1897","ENG"
"Besteiro, Agustin T.","ARG","1985",NA,21,1,NA,"not found",NA,0,NA,NA,NA,"1985",NA,"ARG"
"Bevilacqua, Matteo","ITA","1772","1849",1,1,"http://d-nb.info/gnd/103846034","Bevilacqua, Matteo","ITA",0,"1772","1849","Bevilacqua, M.; Bevilacqua, M. de; Bevilacqua, Matteo di; Di Bevilacqua, Matteo; Bevilacqua, Matteo de; Bevilacqua, Mathieu","1772","1849","ITA"
"Billema, R","ITA","1820","1874",1,1,NA,"not found",NA,0,NA,NA,NA,"1820","1874","ITA"
"Billi, Vincenzo","ITA","1869","1938",2,1,NA,"not found",NA,0,NA,NA,NA,"1869","1938","ITA"
"Billings, William","USA","1746","1800",12,1,"http://d-nb.info/gnd/119078813","Billings, William","USA",0,"1746","1800",NA,"1746","1800","USA"
"Binchois, Gilles de Bins dit","FLM",NA,NA,2,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"FLM"
"Bishop, Sir Henry Rowley","ENG","1786","1855",1,1,"http://d-nb.info/gnd/116195398","Bishop, Henry Rowley","GBR",1,"1786","1855","Bishop, Henry R.; Bishop, Henry; Bischop, Henry R.; Rowley Bishop, Henry; Bishop, H. R.","1786","1855","ENG"
"Bisset, Andrew Paul","USA","1982",NA,5,1,NA,"not found",NA,0,NA,NA,NA,"1982",NA,"USA"
"Bizet, Georges","FRA","1838","1875",43,1,"http://d-nb.info/gnd/118511440","Bizet, Georges","FRA",1,"1838","1875","Bizet, Alexandre César Léopold; Bizet, Carl Georges; Bizet, Georges Alexandre César Léopold; Bizet, George; Bizet, Giorgio; Bizet, G.; Bize, Aleksandr Sezar Leopolʹd; Bize, Žorž; Bizet","1838","1875","FRA"
"Blanco, Jose M. G.",NA,"1977",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1977",NA,NA
"Blavet, Michel","FRA","1700","1768",6,1,"http://d-nb.info/gnd/118511637","Blavet, Michel","FRA",1,"1700","1768",NA,"1700","1768","FRA"
"Bloch, Ernest","CHE/USA","1880","1959",4,1,"http://d-nb.info/gnd/118852213","Bloch, Ernest","CHE/USA",1,"1880","1959","Bloch, ...; Bloch, Ernst","1880","1959","CHE/USA"
"Blodek, Vilem","CZE","1834","1874",3,1,"http://d-nb.info/gnd/134331044","Blodek, Vilém","CZE",1,"1834","1874","Plodek, Vilém František; Blodek, Guillaume; Blodek, Wilhelm; Blodek, Vilem","1834","1874","CZE"
"Blon, Franz von","DEU","1861","1945",1,1,"http://d-nb.info/gnd/134331125","Blon, Franz von","DEU",0,"1861","1945","Von Blon, Franz","1861","1945","DEU"
"Blow, John","ENG","1649","1708",20,1,"http://d-nb.info/gnd/119042983","Blow, John","GBR",1,"1649","1708",NA,"1649","1708","ENG"
"Blower, Michael John",NA,"1981",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1981",NA,NA
"Blum, Kevin S.","USA","1984",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1984",NA,"USA"
"Blyth, Andrew","AUS","1958",NA,12,1,NA,"not found",NA,0,NA,NA,NA,"1958",NA,"AUS"
"Bobos, Daniel Radu",NA,NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,NA
"Bochsa, Robert-Nicolas-Charles","FRA","1789","1856",1,1,"http://d-nb.info/gnd/11901680X","Bochsa, Robert-Nicolas-Charles","FRA",1,"1789","1856","Bochsa, N. C.; Bochsa, N. Ch.; Bochsa, R. N.; Bochsa, ...; Bochsa, ..., fils; Bochsa, Robert Nicolas Charles; Bochsa, Robert N.; Bochsa, Nicolas Charles; Bochsa, Robert-Nicholas-Charles; Bochsa, Nicholas C.; Bochsa, Nicholas Charles; Bochsa, Charles Nicholas; Bochsa, Robert Nicolas-Charles; Bochsa, Nicolas; Bochsa, R. N. C.; Bochsa, Nicolas-Charles; Bochsa, Charles; Bochsa, N. Charles","1789","1856","FRA"
"Boehm, Theobald","DEU","1794","1881",1,1,"http://d-nb.info/gnd/118512552","Böhm, Theobald","DEU",1,"1794","1881","Böhm, Theobald Friedrich; Boehm, Theobald; Böhm, F.; Boehm, ...","1794","1881","DEU"
"Boely, Alexandre Pierre François",NA,"1785","1858",2,1,NA,"not found",NA,0,NA,NA,NA,"1785","1858",NA
"Boesset, Antoine","FRA","1586","1643",1,1,"http://d-nb.info/gnd/120890038","Boësset, Antoine","FRA",0,"1585","1643","Boessét, Anthoyne; Boesset, Antoine; Boesset, Anthoyne; Boe͏̈sset, Anthoine; Boe͏̈sset, Antoine","1585","1643","FRA"
"Bogenhuber, Benedikt","AUT","1958",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1958",NA,"AUT"
"Bogovich, Brian Brent","USA","1982",NA,5,1,NA,"not found",NA,0,NA,NA,NA,"1982",NA,"USA"
"Boieldieu, François-Adrien","FRA","1775","1834",4,1,"http://d-nb.info/gnd/118512978","Boieldieu, François Adrien","FRA",1,"1775","1834","Boieldieu, Ad. Fr.; Boieldieu, François; Boieldieu, Adrien Franz; Boieldieu, Adrien F.; Boieldieu, ...; Boildieu, François-Adrien; Boieldieu, François-Adrien; Boi͏̈eldieu, François Adrien; Boi͏̈eldieu, Adrien; Boi͏̈eldieu, François; Boi͏̈el-Dieu, François Adrien; Boyeldieu, François Adrien; Boyel-Dieu, François Adrien; Boieldieu, François A.; Boieldieu, F.-A.; Boieldieu, F. A.; Boieldieu, A.Fr.; Boeldieu, ...; Bojeldieu, ...; Boildieu, ...; Boyeldieu, A.; Boieldieu, Adrien François; Boieldieu, Adrien; Boyel-Dieu, citoyen; Boyeldieu; Boieldieu, Monsr. de; Boyeldieu, Adrien; Boildieu, François Adrien; Boi͏̈eldieu, Francesco Adriano","1775","1834","FRA"
"Boismortier, Joseph Bodin de","FRA","1689","1755",2,1,"http://d-nb.info/gnd/120733684","Boismortier, Joseph Bodin de","FRA",1,"1689","1755","Boismortier, Joseph B. de; Boismortier, J. B. de; Boismortier, Josef Bodin de; Boismortier, ...; Beaumortier, ...; Beaumortié, ...; Boismortier, Bodin de; Boismortier, J. Bodin de; Bodin de Boismortier, Joseph; De Boismortier, Joseph Bodin","1689","1755","FRA"
"Bojangles, Edward W.",NA,NA,NA,5,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,NA
"Boldachev, Sasha S.","RUS","1990",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1990",NA,"RUS"
"Bon di Venezia, Anna","ITA",NA,NA,1,1,"http://d-nb.info/gnd/120491761","Bon, Anna","ITA",2,"1738","1789","Bon di Venezia, Anna; Bon DiVenezia, Anna; Bonn, Anna; Bon, A. di; Venezia, Anna Bon di","1738","1789","ITA"
"Boni, Guillaume",NA,NA,NA,1,1,"http://d-nb.info/gnd/103844155","Boni, Guillaume",NA,0,NA,NA,"Bony, Guillaume",NA,NA,NA
"Bonis, Mel(anie)","FRA","1858","1937",1,1,NA,"not found",NA,0,NA,NA,NA,"1858","1937","FRA"
"Bononia, Bartholomaeus de",NA,NA,NA,1,1,"http://d-nb.info/gnd/135892686","Bartholomaeus, de Bononia","ITA",1,NA,NA,"Bononia, Bartholomaeus de; Bartolomeo, da Bologna; Bologna, Bartolomeo da; Bartholomeus, de Bononia; Bartolomeus, of Bologna; Bononia, Bartholomeus de; De Boninia, Bartolomeus",NA,NA,"ITA"
"Bons, Justin B.","NZL","1986",NA,5,1,NA,"not found",NA,0,NA,NA,NA,"1986",NA,"NZL"
"Borek, Krzysztof","POL",NA,NA,1,1,"http://d-nb.info/gnd/1068600659","Borek, Krzysztof","POL",1,NA,"1573",NA,NA,"1573","POL"
"Borodin, Alexander","RUS","1833","1887",11,1,"http://d-nb.info/gnd/118661914","Borodin, Aleksandr Porfirʹevič","RUS",1,"1833","1887","Borodin, Aleksandr P.; Borodin, Aleksandr Porfirʹevich; Borodin, Alexandr; Borodine, A.; Borodine, Alessandro; Borodin, A. P.; Borodin, Aleksandr; Borodin, Alejandro; Borodin, Alexander; Borodin, Alexander P.; Borodin, Alexandr P.; Borodine, Alexandre; Borodin, A.; Borodin, Alexander Porphyriewitsch; Borodine, Alexander; Borogyin, A. P.; Бородин, Александр Порфирьевич","1833","1887","RUS"
"Bortnyansky, Dmitry Stepanovich","RUS","1751","1825",6,1,"http://d-nb.info/gnd/119121999","Bortnjans'kyj, Dmytro S.","UKR",1,"1751","1825","Bortnianskij, D.; Bortniansky, D.; Bortniansky, Dmitri; Bortnianski, ...; Bortnianski, A.; Bortnjanskij, Dmitrij S.; Bortnjanskij, Dmitrij Stepanovič; Bortnjanskij, D.; Bortnianski, D.; Bortnjanskij, Demetrius; Bortnjanskij, Dimitrij Stepanowitsch; Bortnjanski, D.; Bortnjanski, Dmitri S.; Bortnjansky, Dimitri; Bortnjanskij, Dmitrij; Bortniansky, Dimitri S.; Bortniansky, Dimitri; Bortnyansky, Dmitry; Bortnyansky, Dmitri; Bortnyansky, Dmitri Stepanovich; Bortnjanskij, Dmytro Stepanovyč; Bortnianski, Dimitri S.; Bortnianski, Dimitri; Bortniansky, Dimitrij; Bortniansky, Dimitri St.; Bortnjanskij, Dimitri; Bortniansky, Demetrius; Bortuizuskij, Dimitrij; Bortnjanskiy, Dimetrius; Bortnjanski, Dimitri Stepanowitsch; Bortnjanski, Dmitrij Stepanowitsch; Bortniansky, Dimytri; Bortniansky, Dmitry; Bortnianski, Dmitri; Bortnianskii, Dmitrii Stepanovich; Bortnianskyi, Dmytro Stepanovych; Bortnjansʹkyj, Dmytro S.; Bortnjansky, Dmitrij; Bortniansky, Demetr; Bortnianskij, Dmitrij; Bortniansky, Dmytro Stepanovych; Bortnjanskij, Dmitrij Stepanovich; Bortnjanskii, Dmitrii Stepanovich; Bortnyansky, Dmitry Stepanovich; Bortnjansʹkyj, Dmytro Stepanovyč; Bortnyansʹky, Dmytro Stepanovych; Бортнянский, Дмитрий; Бортнянский, Д.","1751","1825","RUS"
"Boston, Nash","USA","1974",NA,6,1,NA,"not found",NA,0,NA,NA,NA,"1974",NA,"USA"
"Bouffil, Jacques","FRA","1783","1868",1,1,"http://d-nb.info/gnd/104099380","Bouffil, Jacques Jules",NA,1,"1783","1868","Bouffil, Jacques; Bouffil, Jacques J.; Bouffil, J. Pazdírek; Boufil, Jacques-Jules","1783","1868","FRA"
"Boulanger, Lili","FRA","1893","1918",4,1,"http://d-nb.info/gnd/118989936","Boulanger, Lili","FRA",2,"1893","1918","Boulanger, Lili Juliette; Boulanger, Marie-Juliette Olga; Boulanger, ...; Boulanger, Lili Juliette Marie Olga; Boulanger, Lili J.; Boulanger, Juliette Marie Olga; Boulanger, Marie Juliette Olga","1893","1918","FRA"
"Bourgault-Ducoudray, Louis Albert","FRA","1840","1910",2,1,NA,"not found",NA,0,NA,NA,NA,"1840","1910","FRA"
"Boutami, Zakaria","MAR","1984",NA,4,1,NA,"not found",NA,0,NA,NA,NA,"1984",NA,"MAR"
"Boyce, William","ENG","1711","1779",5,1,"http://d-nb.info/gnd/123289491","Boyce, William","GBR",1,"1711","1779","Boisu, Wiriamu","1711","1779","ENG"
"Boëllmann, Léon","FRA","1862","1897",5,1,"http://d-nb.info/gnd/124954022","Boëllmann, Léon","FRA",1,"1862","1897","Boëllmann, L.; Boelmann, Léon; Boëllmann, Leo; Boelman, Léon; Boellmann, Léon; Boëllman, Léon; Boëllmann, Léon; Boëllmann, Leo","1862","1897","FRA"
"Brade, William","ENG",NA,NA,2,1,"http://d-nb.info/gnd/12881926X","Brade, William","GBR",1,"1560","1630","Brade, W.; Brade, Wilhelm","1560","1630","ENG"
"Brady, Joseph D.","ENG","1986",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1986",NA,"ENG"
"Braga, Gaetano","ITA","1829","1907",1,1,"http://d-nb.info/gnd/138222525","Braga, Gaetano","ITA",1,"1829","1907","Braga, G.","1829","1907","ITA"
"Braham, John","ENG","1774","1856",1,1,"http://d-nb.info/gnd/116395001","Braham, John","DEU",1,"1774","1856","Abraham, John; Braham","1774","1856","ENG"
"Brahms, Johannes","DEU","1833","1897",359,1,"http://d-nb.info/gnd/118514253","Brahms, Johannes","AUT/DEU",1,"1833","1897","Brahms, ...; Brahms-Joachim, Johannes; Brahms, J.; Brahms, Joh.; Brams, Iogannes; Brahms, Johs.; Brams, I.; Marks, G.W.","1833","1897","DEU"
"Brant, Jan","POL",NA,NA,2,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"POL"
"Brant, Per","DEU","1714","1767",1,1,"http://d-nb.info/gnd/1029152683","Brant, Per","SWE",1,"1714","1767",NA,"1714","1767","DEU"
"Brassin, Louis","DEU","1840","1884",1,1,"http://d-nb.info/gnd/116409207","Brassin, Louis","BEL/DEU/FRA",1,"1840","1884",NA,"1840","1884","DEU"
"Braun, Leo","USA","1934",NA,13,1,NA,"not found",NA,0,NA,NA,NA,"1934",NA,"USA"
"Braunschweig, Sophie von","DEU","1613","1667",1,1,NA,"not found",NA,0,NA,NA,NA,"1613","1667","DEU"
"Bravo, Jose","USA","1982",NA,7,1,"http://d-nb.info/gnd/119444704","Torres, Joseph de","ESP",1,"1665","1738","Torres, José de; Torres y Martínez Bravo, José de; Torres y Martínez Bravo, Joseph de; Torres Martínez Bravo, Joseph de; Martínez Bravo, José de Torres y; Bravo, José de Torres y Martínez; Torres, J. de; Torres Martinez Bravo, Joseph de",NA,NA,"USA"
"Brazell, Jonathan D.","USA","1977",NA,6,1,NA,"not found",NA,0,NA,NA,NA,"1977",NA,"USA"
"Brescianello, Giuseppe Antonio",NA,"1690","1757",3,1,"http://d-nb.info/gnd/128861673","Brescianello, Giuseppe Antonio","ITA",0,"1690","1758","Brescianello, G. A.; Brescianello, Giuseppe A.; Bressonelli, Giuseppe A.; Brescianello, Antonio; Brescianello, Joseph Anton; Bressonelli, Giuseppe Antonio; Brescianello, Giuseppe","1690","1758","ITA"
"Bretón, Tomás","ESP","1850","1923",1,1,"http://d-nb.info/gnd/116492619","Bretón, Tomás","ESP",1,"1850","1923","Breton, Tommaso; Breton y Hernandez, Tomas; Hernandez, Tomas Breton y; Breton, Thómas; Bretoń Hernańdez, Tomaś; Hernańdez, Tomaś Bretoń","1850","1923","ESP"
"Bridge, Frank","ENG","1879","1941",1,1,"http://d-nb.info/gnd/118857142","Bridge, Frank","GBR",1,"1879","1941","Bridge, ...; More, John L.","1879","1941","ENG"
"Brisson, Frédéric","FRA","1821","1900",1,1,NA,"not found",NA,0,NA,NA,NA,"1821","1900","FRA"
"Broca, José","ESP","1805","1882",2,1,"http://d-nb.info/gnd/13459293X","Brocá, José","ESP",1,"1805","1882","Brocá Codina, José; Codina, José Brocá; Broca, José","1805","1882","ESP"
"Brown, Chris W.",NA,"1980",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1980",NA,NA
"Brown, Daniel H.","USA","1982",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1982",NA,"USA"
"Brown, Randy T.",NA,"1960",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1960",NA,NA
"Brown, Ross S.","ENG","1981",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1981",NA,"ENG"
