Row	CAMC_Name	GND_URI	GND_Name	GND_Land	GND_Gender	GND_Birth	GND_Death	GND_VariantName
520	Giardini, Alejandro Jorge	NA	not found	NA	0	NA	NA	NA
521	Giardini, Felice de	http://d-nb.info/gnd/118924885	Giardini, Felice	XA-IT	1	1716-04-12	1796-06-08	Giardini, Felice de; De Giardini, Felice; Degiardino, Felice
522	Giazotto, Remo	http://d-nb.info/gnd/103894357	Giazotto, Remo	XA-IT	1	1910-09-04	1998-08-26	Giazotto, Renzo
523	Gibbons, Christopher	http://d-nb.info/gnd/133949486	Gibbons, Christopher	XA-GB	0	1615	1676	NA
524	Gibbons, Orlando	http://d-nb.info/gnd/118717294	Gibbons, Orlando	XA-GB	1	1583-12-25	1625-06-05	NA
525	Gibel, Charles Jr.	NA	not found	NA	0	NA	NA	NA
526	Gigout, Eugène	http://d-nb.info/gnd/116622911	Gigout, Eugène	XA-FR	1	1844-03-23	1925-12-09	Gigout, Eug.; Gigout, E.
527	Gilles, Hervé	NA	not found	NA	0	NA	NA	NA
528	Giménez, Gerónimo	http://d-nb.info/gnd/132946564	Giménez, Gerónimo	XA-ES	1	1854-10-10	1923-02-19	Giménez y Bellido, Jerónimo; Giménez Bellido, Gerónimo; Bellido, Gerónimo Giménez; Giménez y Bellido, Gerónimo; Giménez Bellido, Jerónimo; Jiménez, Jerónimo; Giménez, G.; Jiménez, J.; Giménez; Giménez, Jerónimo; Bellido, Jerónimo Giménez y; Jiménez, Gerónimo, 1854-1923; Giménez, Jeronimo, 1854-1923
529	Gines, Joan	NA	not found	NA	0	NA	NA	NA
530	Gines, Teodora	NA	not found	NA	0	NA	NA	NA
531	Giordani, Giuseppe detto Giordaniello	NA	not found	NA	0	NA	NA	NA
532	Giordano, John Thomas	NA	not found	NA	0	NA	NA	NA
533	Giovanelli, Ruggiero	http://d-nb.info/gnd/122122275	Giovannelli, Ruggiero	XA-IT	1	1560	1625	Iovannelius, Rogerius; Giovannelli, Ruggero; Iovannellius, Rogerius; Giovanelli, Ruggiero; Giovanelli, Ruggero
534	Giuliani, Mauro	http://d-nb.info/gnd/119380765	Giuliani, Mauro	XA-IT	1	1781-07-27	1829-05-08	Giuliani, ...; Giuliani, M.; Giulani, Mauro; Giuliani, Mauro Giuseppe Sergio Pantaleo; Giuliani, Mauro G.; Guiliani, Mauro
535	Glazunov, Alexander Konstantinovich	http://d-nb.info/gnd/118695312	Glazunov, Aleksandr Konstantinovič	XA-RU; XA-FR	1	1865-08-10	1936-03-21	Glazunov, Aleksandr K.; Glazounow, Alexander; Glazunov, Aleksandr Konstantin; Glasunow, Alexander K.; Glasunov, Aleksandr K.; Glazunow, Aleksandr; Glazounov, Aleksandr; Glazounov, Alexander; Glasunow, Alexandr K.; Glazunov, A.; Glasunow, A.; Glasunov, Alexander; Glazounoff, Alexander; Glazunov, Alexander Konstantinovitsch; Glazunov, Aleksandr Konstantinovich; Glazounov, Alexandre; Glasunoff, Alexander; Glasunow, Alexander; Glazunov, Alexander; Glazounow, Alexandre; Glasunow, Alexander Konstantinowitsch; Glazunov, Alexander Konstantinovich; Glazunov, Aleksandr Konstantinovic; Glasunov, Aleksandr Konstantinovič
536	Glinka, Mikhail Ivanovich	http://d-nb.info/gnd/118695398	Glinka, Michail Ivanovič	XA-RU	1	1804-06-01	1857-02-15	Glinka, Michail I.; Glinka, ...; Glinka, Milhail; Glinka, Michael I.; Glinka, Mikhail I.; Glinka, Mikhael Iwanowitsch; Glinka, M.; Glinka, Michail Iwanowitsch; Glinka, M. I.; Glinka, Michael; Glinka, Michail; Glinka, Mikhail; Glinka, Mikhail Ivanovich; Glinka, Mihail Ivanovics; Hlinka, M. I.; Gurinka, M. I.
537	Glière, Reinhold	http://d-nb.info/gnd/103789030	Gliėr, Rejngolʹd Moricevič	XA-RU	1	1875	1956-06-23	Glier, R.; Glier, Reingold M.; Gliėr, Reingolʹd Moritsevich; Glier, Rejngolʹd M.; Gliere, R.; Glière, R.; Glière, Rheingold; Glier, Reinhold Ernst; Gliėr, Rejngolʹd M.; Glier, Rejngolʹd Moricevič; Glière, Reinhold; Glière, Reinhold M.; Glière, Reinhold Moritsevich; Glière, Reinhold Moritzewitsch; Glière, Reinhold Morizewitsch; Gliere, Reinhold; Gliere, Rheinhold; Glièr, Reingolʹd Moricevič; Glier, Reyngolʹd Moritsevich; Glière, Reǐngolʹd Moritsevich; Gliėr, Reingol’d Moritsevich; Glier, Rejngol’d M.; Glier, Rejngol’d Moricevič; Glier, Reingolʹd Moricevič; Glière, Reingold; Glier, Reinhold; Glière, Reinhold Moritzovitch; Глиэр, Рейнгольд Морицевич
538	Gluck, Christoph Willibald von	http://d-nb.info/gnd/118539841	Gluck, Christoph Willibald	XA-DE; XA-AT; XA-CZ; XA-IT	1	1714-07-02	1787-11-15	Gluck, Christoforo; Gluck, Christoph von; Gluck, Christoph Wilibald von; Gluck, Christoph-Willibald von; Gluck, Christoph W.; Gluck, Chr. W.; Gluck, Cristofano; Gluck, Cristoforo; Gluck, Friedrich Willibald; Gluck, G. C.; Gluck, Joh. Chr. v.; Gluck, J. C. von; Gluck, Willibald von; Gluck, W.; Gluck, ...; Gluck, ..., Ritter; Glück, Christoph Willibald von; Glück, C. W.; Glük, ... von; Gluck, C. W.; Gluck, Willibald; Gluck, Christoph Willibald von; Gluk, Christoph Willibald; Gluck, Christoph Wilibald; Gluck, Christoph Willibald, von; Gluck, Christoph-Willibald, von; Gluck, Christoph, von; Gluck, Chr.W.; Gluck, C.W.; Gluck, J.C., von; Von Gluck, Christoph Willibald; Gluck, Christoph Willibald, Ritter von; Gluck, W. von, Ritter von; Gluck, Christoph, Ritter von
539	Godard, Benjamin	http://d-nb.info/gnd/116695110	Godard, Benjamin	XA-FR	1	1849-08-18	1895-01-10	Godard, Benjamin Louis Paul; Godard, Benjamin-Louis-Paul
540	Godebrye, Jacob	NA	not found	NA	0	NA	NA	NA
541	Godorecci, A.J.	NA	not found	NA	0	NA	NA	NA
542	Godowsky, Leopold	http://d-nb.info/gnd/118964046	Godowsky, Leopold	XA-PL; XD-US	1	1870-02-13	1938-11-21	Godovskij, Leopolʹd; Godovskij, L.; Godowski, Leopold; Godovskiĭ, L.; Годовский, Леопольд; Годовский, Л.
543	Goff, John W.	NA	not found	NA	0	NA	NA	NA
544	Goldberg, William B.	NA	not found	NA	0	NA	NA	NA
545	Goldman, Martin H.	NA	not found	NA	0	NA	NA	NA
546	Goldmark, Karl	http://d-nb.info/gnd/119527995	Goldmark, Karl	XA-AT; XA-HU	1	1830-05-18	1915-01-02	Goldmarck, Carl; Goldmarck, Karl; Goldmark, Carl; Goldmark, Carlo; Goldmark, Károly
547	Gombert, Nicolas	http://d-nb.info/gnd/118696343	Gombert, Nicolas	XA-NL	1	1495	1560	Gomberth, Nicolo; Gombert, Nicolaus; Gombert, Nikolaus; Gombert, Nicolai; Gombert, Nicholas; Gomberth, Nicolaus
548	Gomes, Miguel d'Andrade	NA	not found	NA	0	NA	NA	NA
549	Gomolka, Mikolaj	NA	not found	NA	0	NA	NA	NA
550	Gon, Federico	NA	not found	NA	0	NA	NA	NA
551	Gonzaga, Chiquinha	http://d-nb.info/gnd/119516624	Gonzaga, Chiquinha	XD-US; XD-BR	0	1847	1935	Gonzaga, Francisca; Gonzaga do Amaral, Francisca Edviges; Amaral, Francisca Edviges Gonzaga do; Gonzaga, Francisca Edviges Neves; Neves Gonzaga, Francisca Edviges
552	Goodman, Lawrence D.	NA	not found	NA	0	NA	NA	NA
553	Goomeshi Nobary, Sarah	NA	not found	NA	0	NA	NA	NA
554	Gorzanis, Giacomo	http://d-nb.info/gnd/118540866	Gorzanis, Giacomo	XA-IT	1	1525	1575	Gorzanis, Giacomo de; Gorzani, Giacomo; Gorzani, Giacomo de; Gorzani, Jacomo; Gorzanis, Jacomo
555	Gossec, François-Joseph	http://d-nb.info/gnd/118963147	Gossec, François-Joseph	XA-FR; XA-BE	1	1734-01-17	1829-02-16	Gossez, François-Joseph; Gosset, ...; Gossec, François J.; Gossec, F. J.; Gossec, Frz. J.; Gossec, Frz. Jos.; Gossec, Franz J.; Gossec, ...; Gossec, François; Gaussé, François-Joseph; Gossec, François Joseph; Gossec, Franz Joseph
556	Gottschalk, Augusta	NA	not found	NA	0	NA	NA	NA
557	Gottschalk, Louis Moreau	http://d-nb.info/gnd/118718274	Gottschalk, Louis Moreau	XD-US	1	1829-05-08	1869-12-18	Gottschalk, ...; Seven Octaves; Gottschalk, L. M.; Gottschalk, Louis-Moreau; Moreau Gottschalk, Louis; Gottschalk, Louis; Gottschalk, Louis M.
558	Goudimel, Claude	http://d-nb.info/gnd/118696750	Goudimel, Claude	XA-FR	1	1514	1572	Goudimel, Cl.; Goudimel, Claudio; Gaudimel, Claude; Godimel, Claude
559	Goudriaan, Michiel	NA	not found	NA	0	NA	NA	NA
560	Gounod, Charles	http://d-nb.info/gnd/118718312	Gounod, Charles	XA-FR	1	1818-06-18	1893-10-18	Gounod, Felix-Charles; Gounod, ...; Gounod, Carlo; Gounod, C.; Gounod, Felix Charles; Gounod, Charles Francois; Gounod, Charles François; Gounod, Charles-François; Gounod, Ch.; Bach-Gounod, ...
561	Grafulla, Claudio S.	http://d-nb.info/gnd/135417600	Grafulla, Claudio S.	XA-ES; XD-US	1	1812-10-31	1880-12-02	Grafulla, C. S.; Grafulla, Claudio
562	Graham, Conor C.	NA	not found	NA	0	NA	NA	NA
563	Grainger, Percy	http://d-nb.info/gnd/119249294	Grainger, Percy	XE-AU; XD-US	1	1882-07-08	1961-02-20	Grainger, ...; Grainger, P.; Grainger, George Percy Aldridge; Grainger, George P.; Grainger, Percy A.; Greindzher, P.; Grainger, Perca; Aldridge Grainger, George Percy; Aldridge Grainger, Percy; Grainger, Percy Aldridge; Grainger, George Percy
564	Granados, Enrique	http://d-nb.info/gnd/118639315	Granados, Enrique	XA-ES	1	1867-07-27	1916-03-24	Granados, ...; Granados, Eurique; Granados, Enirque; Granados Campiña, Enrique; Campiña, Enrique Granados; Granados Campiña, Pantaléon Enrique Joaquín; Campiña, Pantaléon Enrique Joaquín Granados; Granados, Enric; Granados y Campiña, Enrique; Granados de la Campiña, Enrique; Campiña, Enrique Granados de la; Granados, E.; Campiña, Enrique Granados y; Campiña, Enric Granados i; Granados i Campiña, Enric; Granados, Ėnrike
565	Grancini, Michelangelo	NA	not found	NA	0	NA	NA	NA
566	Grandi, Alessandro	http://d-nb.info/gnd/118718428	Grandi, Alessandro	XA-IT	1	1586	1630	Grandi, A.
567	Gray, Emily	NA	not found	NA	0	NA	NA	NA
568	Grechaninov, Alexander	http://d-nb.info/gnd/118863533	Grečaninov, Aleksandr Tichonovič	XA-RU; XD-US	1	1864-10-25	1956-01-03	Gretchaninov; Gretschaninow, A.; Gretchaninow, A.; Gretchaninov, A.; Grečaninov, A.; Gretschaninow, Alexandr T.; Gretchaninov, Alexandre; Grečaninov, Aleksandr T.; Gretchaninoff, Alexandre; Gretchaninov, Alexander; Gretschaninoff, A.; Gretchaninoff, Alezandre; Gretchaninoff, Alexander; Gretchaninoff, Aleksandr Tichonovič; Gretchaninow, Aleksandr; Grechaninov, Aleksandr Tikhonovich; Hrechaninov, O.; Grétchaninoff, Alexandre Tikhonovitch; Gretschaninow, Alexander Tichonowitsch; Gretsjaninov, A.; Gretschaninov, Alexander; Grečaninov, Aleksandr; Gretchaninow, Alexandre; Gretschaninow, Alexander; Grechaninov, Aleksandr T.; Gretchaninow, Alexander; Grechaninov, Alexander; Grechaninov, Alexander Tikhonovich; Gretschaninoff, Alexander; Grečaninov, Aleksandr Tikhonovič; Grecaninov, Aleksandr T.
569	Grell, Eduard	http://d-nb.info/gnd/118542001	Grell, Eduard	XA-DE	1	1800-11-06	1886-08-10	Grell, A. E.; Grell, Aug. Ed.; Grell, Eduard A.; Grell, Eduard August; Grell, August Eduard; Grell, August E.; Grell, August B.; Grell, E. A.; Grell, Ed. A.
570	Griboedov, Alexandr	NA	not found	NA	0	NA	NA	NA
571	Grieg, Edvard	http://d-nb.info/gnd/118697641	Grieg, Edvard	XA-NO	1	1843-06-15	1907-09-04	Grieg, Edvard H.; Grieg, E.; Grieg, Edvard G.; Grig, Edvard; Grieg, ...; Grieg, Edward; Grieg, Eduard; Grieg, Edvard Hagerup
572	Griffes, Charles Tomlinson	http://d-nb.info/gnd/119322463	Griffes, Charles Tomlinson	XD-US	1	1884-09-17	1920-04-08	Griffes, ...; Griffes, Charles; Griffes, Charles T.; Tomlinson, Arthur
573	Griffiths, Andrew Stephen	NA	not found	NA	0	NA	NA	NA
574	Grillo, Giovanni	http://d-nb.info/gnd/103854010	Grillo, Giovanni Battista	XA-IT	1	NA	1622	Grillo, Giovanni-Battista; Grillo, G.-B.; Grillo, Giovanni B.; Grillo, Giovanni Battisto; Grylli, Ioannis B.
575	Grobe, Charles	NA	not found	NA	0	NA	NA	NA
576	Grotte, Nicolas de la	http://d-nb.info/gnd/10391479X	La Grotte, Nicolas de	XA-FR	0	1530	1600	Grotte, Nicolas de la; LaGrotte, Nicolas de
577	Groveman, Aharon	NA	not found	NA	0	NA	NA	NA
578	Grüber, Franz Xaver	NA	not found	NA	0	NA	NA	NA
579	Guami, Gioseffo	http://d-nb.info/gnd/131967983	Guami, Gioseffo	XA-IT	1	1542	1611	Guami, Giosepho; Guami, Joseph; Guami, Gioseppe; Guami, Gioseffe; Guami, Josephus; Guami, Giuseppe; Guammi, Gioseffo
580	Guardia, Alejandro	NA	not found	NA	0	NA	NA	NA
581	Gue, Chip	NA	not found	NA	0	NA	NA	NA
582	Gueli, Giuseppe	NA	not found	NA	0	NA	NA	NA
583	Guerrero, Francisco	http://d-nb.info/gnd/123626498	Guerrero, Francisco	XA-ES	1	1528	1599	Guerrero, F.; Guerrierius, Franciscus
583	Guerrero, Francisco	http://d-nb.info/gnd/124650503	Guerrero, Francisco	XA-ES	1	1951-07-07	1997-10-19	Guerrero Marín, Francisco; Marín, Francisco Guerrero
584	Guilfoil, Matthew A.	NA	not found	NA	0	NA	NA	NA
585	Guilmant, Alexandre	http://d-nb.info/gnd/118848895	Guilmant, Alexandre	XA-FR	1	1837-03-12	1911-03-29	Guilmant, F. Alexandre; Guilmant, ...; Guilmant, Félix A.; Guilmant, Alexander; Guilmant, Félix Alexandre; Guilmant, Félix-Alexandre; Guilmant, F. A.
586	Guimarães, Fernando	NA	not found	NA	0	NA	NA	NA
587	Gumpelzhaimer, Adam	http://d-nb.info/gnd/119355329	Gumpelzhaimer, Adam	XA-DE	1	1559	1625	Gumpeltzhaimer, Adam; Gumpelzhaimer, Adamus; Gvmpelzhaimer, Adamvs; A. G.; A. G. T. B.; Gumpelshaimer, Adam; Gumpeltzheimer, Adam; Gumpelzheimer, Adam; Gumpelzhaimerus, Adamus; Gumpelzhaimer, Adam.
588	Gurlitt, Cornélius	NA	not found	NA	0	NA	NA	NA
589	Haag, Russell Leonard	NA	not found	NA	0	NA	NA	NA
590	Haara, Christian	NA	not found	NA	0	NA	NA	NA
591	Haberbier, Ernst	http://d-nb.info/gnd/134734815	Haberbier, Ernst	NA	0	1813-09-23	1869-11-03	Haberbier, E.; Haberbier, Ernest
592	Hacihasanoglu, Mehmet	NA	not found	NA	0	NA	NA	NA
593	Hacquard, Pierce	NA	not found	NA	0	NA	NA	NA
594	Haeffner, Johann Christian Friedrich	http://d-nb.info/gnd/121602931	Haeffner, Johann Christian Friedrich	XA-DE; XA-SE	1	1759	1833	Haeffner, Johan Christian Fredrik; Haeffner, Johan Kristian Fredrik; Häffner, J. C. F.; Häffner, Johann C. F.
595	Haesler, Johann	http://d-nb.info/gnd/11636906X	Hässler, Johann Wilhelm	XA-DE	1	1747-03-29	1822-03-29	Häßler, Johann Wilhelm; Haesler, Iohann Wilhelm; Hæsler, Iohann Wilhelm; Haesler, J. G.; Hæssler, J. G.; Hässler, Jean G.; Hässler, Joh. Wilh.; Gesler, I. V.; Gezler, ...; Gesler, Iogann Vilʹgelʹm; Hässler, Johann W.; Häsler, Johann W.; Häsler, ...; Haessler, Jean Guillaume; Haesler, Johann Wilhelm; Haesler, J. Gme.; Häsler, Johann Wilhelm; Hässler, J. G.
596	Hahn, Reynaldo	http://d-nb.info/gnd/119032740	Hahn, Reynaldo	XA-FR	1	1874-08-09	1947-01-28	NA
597	Halle, Adam de la	http://d-nb.info/gnd/118500511	Adam, de la Halle	XA-FR	0	1220	1287	Adam, de la Hale; Adam, d'Arras; Adam, le Bossu; Adan, de la Hale; La Halle, Adam de; Adam, de le Hale; Arras, Adam d'; Le Bossu, Adam; Adan, de le Hale; Le Hale le Bochu d'Aras, Adan de; Adan, le Bochu d'Aras; Le Bochu d'Aras, Adan de le Hale; Le Bochu d'Aras, Adan; Adan, d'Aras; D'Aras, Adan de le Hale le Bochu; D'Aras, Adan; La Hale, Adam de; Bossu, Adam le; Adam, de LaHalle; LaHalle, Adam de; Adam, de LeHale; Adam, de LaHale; LeBossu, Adam; Adan, de LeHale; LeHale le Bochu d'Aras, Adan de; LeBochu d'Aras, Adan de le Hale; LeBochu d'Aras, Adan; LaHale, Adam de; Adan, de LaHale; Halle, Adam de la; Halle, Adam de
598	Halvorsen, Johan	http://d-nb.info/gnd/129530425	Halvorsen, Johan	XA-NO	1	1864-03-15	1935-12-04	Halvorsen, Jan; Halvorsen, Johann; Halvorsen, Johan August
599	Halévy, Jacques François	http://d-nb.info/gnd/118832433	Halévy, Fromental	XA-FR	1	1799-05-27	1862-03-17	Halévy, J. F.; Halévy, Frommental; Halévy, Fromentin; Halévy, Jakob F.; Halévy, Jacob F.; Lévy, Elias; Halévy, François J.; Halévy, Jacques-François-Fromental-Elie; Halévy, Jaques François Elie Fromental; Halevi, Z.; Helen, ...; Halévy, Jaques François Elis Fromental; Halévy, Jacques François Fromental Elie; Halévy, Jacques Fromental Elie; Halévy, Jacques François Fromental Elias; Halévy, ...; Halévy, Jacques F.; Halévy, Jacques Fromental; Halévy, Jacques; Halévy, Jacques François Fromental; Halévy, Jacques-François; Halévy, F.; Levy, Elias
600	Hamer, George F.	NA	not found	NA	0	NA	NA	NA
601	Hammill, Joshua C.	NA	not found	NA	0	NA	NA	NA
602	Hammond, Michael	NA	not found	NA	0	NA	NA	NA
603	Handel, George Frideric	http://d-nb.info/gnd/118544489	Händel, Georg Friedrich	XA-DE; XA-GB	1	1685-02-23	1759-04-14	Handel, George Frederick; Händel, ...; Händel, Friedrich G.; Handel, George Friedrich; Hendel, Giorgio-Federico; Händle, Georg Friedrich; Händel, George F.; Haendel, Georg Friedrich; Hendel, Georg Friedrich; Händel, George Frideric; Handel, Georgio Fredrico; Hendeli, Georg Pʹridrix; Handel, Georg F.; Händel, Georg-Friedrich; Händel, G. F.; Händel, C. F.; Handel, G. F.; Händel, Georg F.; Handel, George F.; Händel, G. Fr.; Händel, G. Friedrich; Händel, Georg Fr.; Handel, ...; Handell, ...; Hendel, ...; Händel, Georg Friederich; Hendel, George Friederich; Haendel, ...; Handel, George Frederic; Handel, George Frideric; Händel, G.F.
604	Hanon, Charles Louis	http://d-nb.info/gnd/134586573	Hanon, Charles-Louis	XA-FR	1	1819-07-02	1900-03-19	Hanon, Charles L.; Hanon, Charles Louis; Hanon, C. L.
605	Hansen, Rasmus Ö.	NA	not found	NA	0	NA	NA	NA
606	Harmath, Dennis	NA	not found	NA	0	NA	NA	NA
607	Harrelson III, G. Ryan	NA	not found	NA	0	NA	NA	NA
608	Hartmann, Johan Peter Emilius	http://d-nb.info/gnd/119428512	Hartmann, Johan Peter Emilius	XA-DK	1	1805-05-14	1900-03-10	Hartmann, Johann Peter E.; Hartman, Johannes P.; Hartmannus, Johannes P.; Hartmann, Johan Peter Emil; Hartmann, Johann P.; Hartmann, Johann Emilius Peter; Hartmann, Johann Peter Emil; Hartmann, J. P. E.; Hartmann, Johann Peter Emilius; Hartmann, Johann Peder Emilius; Hartmann, Johann Peter Ernst; Hartmann, J.P.E.
609	Haslinger, Tobias	http://d-nb.info/gnd/118546643	Haslinger, Tobias	XA-AT	1	1787-03-01	1842-06-18	Haslinger, Tob.; Haslinger, Tobie; Hasslinger, ...
610	Hassan, Tarek Ali	NA	not found	NA	0	NA	NA	NA
611	Hasse, Johann Adolf	http://d-nb.info/gnd/118546651	Hasse, Johann Adolf	XA-DE	1	1699-03-15	1783-12-16	Hasse, Johann Adolf Peter; Hasse, Johann Adolphe; Hasse, Johann A.; Hasse, J. A.; Hasse; Haße, Johann Adolph; Haße, Johann Adolp; Hasse, Gio. Adolfo; Hasse, Gio. Adolffo; Hasse, Adolf; Hasse, Giovanni Adolfo; Hasse, Johann Adolph; Hasse, Adolph; Hasse, Johann Adolff; Hasse, Adolfo; {Il Sassone Il; Hasse, Jan Adolf
612	Hasselmans, Alphonse	http://d-nb.info/gnd/103900020	Hasselmans, Alphonse	XA-BE; XA-FR	1	1845-03-05	1912-05-19	Hasselmans, Alphonse Jean; Hasselmans, Alphonse J.
613	Hassler, Hans Leo	http://d-nb.info/gnd/118917447	Haßler, Hans Leo	XA-DE	1	1564-10-26	1612-06-08	Hassler, ...; Hassler, J. L.; Hasler, Jean Leo; Hasler, Hans Leo von; Hasler, Giovan Leo; Hasler, Ioannes Leo; Hasler, L.; Hasler, Hanns Leo; Hassler, Hans L.; Hasler, Hans L.; Hasler, Joanne Leone; Hasler, ...; Hassler, Johann Leo; Hasler, Johann Leo; Hasler, Hans Leo; Hasler, Johannes Leo; Hasler, J. L.; Haslerus, Hans Leo; Hassler, H. L.; Hassler, Léo; Hassler, Hans Leo; Haslero, Joanne Leone
614	Hausmann, Valentin	http://d-nb.info/gnd/119469049	Haussmann, Valentin	XA-DE	1	1565	1614	Hausmann, Valentin; Hußmann, Valentin; Husmann, Valentin; Haußmann, Valentin; Haußmann, Valentinus; Hauszmann, Valentinus; Husmannus, Valentinus; Haussman, Valentin; Hausmannus, Valentin; Husmannus, Valentin
615	Haydn, (Franz) Joseph	http://d-nb.info/gnd/118547356	Haydn, Joseph	XA-AT	1	1732-03-31	1809-05-31	Hayden, Giuseppe; Hayden, Joseph; Hayden, ...; Haydn, ...; Haydn, Frans Joseph; Gajdn, Franc Iozef; Haidn, Joseph; Haydn, Giusseppe; Haydn, Ioseph; Hayd'n, I.; Hayd'n, J.; Haiden, Joseph; Gajdn, Jozef; Gaiden, ...; Heyden, Joseph; Heydn, Ioseph; Heydn, Joseph; Haydn, Franz Josef; Haydn, Franz J.; Haydn, Jos.; Haydn, J.; Haydn, Iosephvs; Haydn, Giuseppe; Gajdn, Josef; Haydn, Josef; Haydn, Franz Joseph; Gajdn, I.
616	Haydn, (Johann) Michael	http://d-nb.info/gnd/118639528	Haydn, Michael	XA-AT	1	1737-09-17	1806-08-10	Haydn, Johann M.; Haydn, M.; Hayden, M.; Haydn, Johann Michael; Haydn, Giovanni Michael
617	Hayman, Roger	NA	not found	NA	0	NA	NA	NA
618	He, Hugh Y.	NA	not found	NA	0	NA	NA	NA
619	Heaston, Bradford L.	NA	not found	NA	0	NA	NA	NA
620	Heinrich, Anthony Philip	http://d-nb.info/gnd/124470300	Heinrich, Anthony Philip	XD-US; XA-DE; XA-CZ	1	1781-03-11	1861-05-03	Heinrich, Anton Philipp; Heinrich, Antony P.; Heinrich, Antony Philip; Heinrich, Anton Philip; Heinrich, Anthony; Heinrich, Anthony P.; Heinrich, Anton P.; Heinrich, Antonín Filip
621	Heldstab, Hansjakob	NA	not found	NA	0	NA	NA	NA
622	Heller, Stephen	http://d-nb.info/gnd/118773852	Heller, Stephen	XA-FR; XA-DE; XA-HU	1	1813-05-15	1888-01-14	Heller, Stefan; Heller, Etienne; Heller, Stephan; Heller, Steffen; Heller, István
623	Hendrickse, John	NA	not found	NA	0	NA	NA	NA
624	Henry VIII, King of England	NA	not found	NA	0	NA	NA	NA
625	Henselt, Adolf von	http://d-nb.info/gnd/118903861	Henselt, Adolf von	XA-DE	1	1814-05-09	1889-10-10	Hänselt, Adolf; Henselt, Georg Martin Adolph von; Hänselt, Georg Martin Adolph von; Henselt, Adolph; Henselt, Georg Martin Adolf von; Henselt, Adolf; Henselt, Ad.; Henselt, A.; Henselt, Adolphe; Henselt, Adolph Georg Martin; Hänselt, Georg Martin Adolf von; Henselt, Georg Martin Adolph; Von Henselt, Adolf
626	Herbert, Victor	http://d-nb.info/gnd/11877400X	Herbert, Victor	XD-US	1	1859	1924	Roland, Frank; Herbert, Victor August; MacClure, Noble
627	Herring, Elwood	NA	not found	NA	0	NA	NA	NA
628	Herrmann, Florian	NA	not found	NA	0	NA	NA	NA
629	Herten, Joris van der	NA	not found	NA	0	NA	NA	NA
630	Herz, Henri	http://d-nb.info/gnd/116759194	Herz, Henri	XA-DE	1	1803-01-06	1888-01-05	Herz, Henry; Herz, Heinrich; Herz, Henri Heinrich; Hertz, Henry; Herz, Enrico
631	Hewett, Adam Shea	NA	not found	NA	0	NA	NA	NA
632	Hewitt, Walter	NA	not found	NA	0	NA	NA	NA
633	Hickey, Graham P.	NA	not found	NA	0	NA	NA	NA
634	Hidaka, Hiromu	NA	not found	NA	0	NA	NA	NA
635	Hight, Richard A.	NA	not found	NA	0	NA	NA	NA
636	Hiller, Ferdinand	http://d-nb.info/gnd/118704931	Hiller, Ferdinand von	XA-DE	1	1811-10-24	1885-05-10	Hiller, Ferdinand; Hiller, F. von; Hiller, Ferdynand von; Hiller, Ferd. von
637	Hindemith, Paul	http://d-nb.info/gnd/118551256	Hindemith, Paul	XA-DE; XB-TR; XA-CH; XD-US	1	1895-11-16	1963-12-28	Chindemit, Paulʹ; Hindemith, ...; Hindemitto, Pauru; Merano, Paul; Merano, P.; Hindemith, P.; Chindemit, Paul; Chindemit, P.; Warnecke, Rudolf; Bao luo Xin de mi te; Baoluo-Xindemite; Xindemite, Baoluo
638	Hobson, Davy D.	NA	not found	NA	0	NA	NA	NA
639	Hoffmeister, Franz Anton	http://d-nb.info/gnd/119060922	Hoffmeister, Franz Anton	XA-AT	1	1754-05-12	1812-02-09	Hoffmeister, Fr. A.; Hoffmeister, Frantz Anton; Hofmeister, ...; Hoffmeister, ...; Hoffmeister, Francesco Antonio; Hoffmeister, François Antoine; Hoffmeister, Franz; Hofmeister, Franz A.; Hoffmeister, Franz A.; Hofmeister, Franz Anton; Hoffmeister, F. A.
640	Hofmann (M.Dvorsky), Josef	NA	not found	NA	0	NA	NA	NA
641	Hofmann, Leopold	http://d-nb.info/gnd/119484749	Hofmann, Leopold	XA-AT	1	1738-08-14	1793-03-17	Hofmann, Ludwig; Hofmann, L.; Hoffmann, Leopold; Hoffman, Ludwig
642	Hol, Richard	http://d-nb.info/gnd/116959827	Hol, Richard	XA-NL	1	1825-07-23	1904-07-23	Hol, Rijk; Holle, Richard; Holle, Rijk
643	Holborne, Antony	http://d-nb.info/gnd/124509800	Holborne, Anthony	XA-GB	1	1545	1602	Holborne, A.; Holborn, Antony; Holborne, Anthonie; Holborne, Antony
